receipt_id,line_no,text,role
R00025,21,--------------------------------------------,OTHER
R00025,22,Thank you for your business,FOOTER
R00026,0,PARK STREET CAFE,VENDOR
R00026,1,"40 Park Street, Kolkata 700017",ADDRESS
R00026,2,Ph: 9830044332,ADDRESS
R00026,3,GSTIN: 19AAFCP7890X1ZW,GSTIN
R00026,4,RETAIL INVOICE,OTHER
R00026,5,--------------------------------------------,OTHER
R00026,6,Dated: 01-07-2025,DATE
R00026,7,Invoice No: RCPT-2025-41230,INVOICE
R00026,8,Table: 21   Covers: 1,OTHER
R00026,9,--------------------------------------------,OTHER
R00026,10,Item                     Qty          Amount,OTHER
R00026,11,Veg Thali                  2          550.04,ITEM
R00026,12,Veg Thali                  1          161.79,ITEM
R00026,13,Veg Thali                  3          643.29,ITEM
R00026,14,Biryani                    2          502.84,ITEM
R00026,15,Filter Coffee              3          207.90,ITEM
R00026,16,--------------------------------------------,OTHER
R00026,17,Total Qty: 11,OTHER
R00026,18,"Taxable Value:                      2,065.86",SUBTOTAL
R00026,19,CGST @ 2.5%:                           51.65,TAX
R00026,20,SGST @ 2.5%:                           51.64,TAX
R00026,21,Rounding:                              -0.15,TAX
R00026,22,"Amount Payable:                    ₹2,169.00",TOTAL
R00026,23,--------------------------------------------,OTHER
R00026,24,THANK YOU VISIT AGAIN,FOOTER
R00027,0,GANGA DEPARTMENTAL STORE,VENDOR
R00027,1,"17 Mall Road, Kanpur 208001",ADDRESS
R00027,2,Ph: 9839066554,ADDRESS
R00027,3,GST Reg No: 09AABCG5566Z1ZD,GSTIN
R00027,4,CASH MEMO,OTHER
R00027,5,--------------------------------------------,OTHER
R00027,6,"Date: Jul 25, 2025",DATE
R00027,7,Inv No: RCPT-2024-69860,INVOICE
R00027,8,--------------------------------------------,OTHER
R00027,9,Item                     Qty          Amount,OTHER
R00027,10,Sugar 1kg                  2          101.52,ITEM
R00027,11,Sugar 1kg                  3          141.12,ITEM
R00027,12,Toor Dal 1kg               3          513.90,ITEM
R00027,13,Atta 5kg                   1          323.15,ITEM
R00027,14,--------------------------------------------,OTHER
R00027,15,"Sub Total:                          1,079.69",SUBTOTAL
R00027,16,CGST @ 2.5%:                           26.99,TAX
R00027,17,SGST @ 2.5%:                           26.99,TAX
R00027,18,Round Off:                              0.33,TAX
R00027,19,"Grand Total:                        1,134.00",TOTAL
R00027,20,--------------------------------------------,OTHER
R00027,21,Goods once sold will not be taken back,FOOTER
R00027,22,Card Payment,FOOTER
R00028,0,BHARAT PETROLEUM OUTLET,VENDOR
R00028,1,"NH-8 Bandra East, Mumbai 400051",ADDRESS
R00028,2,GST Reg No: 27AAACB1111P1ZW,GSTIN
R00028,3,GST INVOICE,OTHER
R00028,4,--------------------------------------------,OTHER
R00028,5,Inv No: RCPT-2025-47590,INVOICE
R00028,6,Date of Supply: 06.02.2025,DATE
R00028,7,--------------------------------------------,OTHER
R00028,8,Product                 Litres          Amount,OTHER
R00028,9,"Petrol                    28        2,771.16",ITEM
R00028,10,"CNG                       22        1,829.96",ITEM
R00028,11,--------------------------------------------,OTHER
R00028,12,"Subtotal:                           4,601.12",SUBTOTAL
R00028,13,Round Off Adj:                         -0.12,TAX
R00028,14,"Net Payable:                        4,601.00",TOTAL
R00028,15,--------------------------------------------,OTHER
R00028,16,Goods once sold will not be taken back,FOOTER
R00028,17,Cash Payment,FOOTER
R00029,0,ANNAPURNA RESTAURANT,VENDOR
R00029,1,"22 Koramangala 5th Blk, Bengaluru 560034",ADDRESS
R00029,2,Ph: 9845112233,ADDRESS
R00029,3,GSTIN/UIN: 29AABCA1234M1ZQ,GSTIN
R00029,4,TAX INVOICE,OTHER
R00029,5,--------------------------------------------,OTHER
R00029,6,Receipt No: RCPT-2025-98334,INVOICE
R00029,7,Dated: 20.05.2025,DATE
R00029,8,Table: 23   Covers: 1,OTHER
R00029,9,--------------------------------------------,OTHER
R00029,10,Item                     Qty          Amount,OTHER
R00029,11,Butter Naan                1           67.74,ITEM
R00029,12,Veg Thali                  3          722.28,ITEM
R00029,13,--------------------------------------------,OTHER
R00029,14,Total Qty: 4,OTHER
R00029,15,Taxable Value:                        790.02,SUBTOTAL
R00029,16,CGST @ 2.5%:                           19.75,TAX
R00029,17,SGST @ 2.5%:                           19.75,TAX
R00029,18,Round Off:                              0.48,TAX
R00029,19,Net Payable:                          830.00,TOTAL
R00029,20,--------------------------------------------,OTHER
R00029,21,*** CUSTOMER COPY ***,FOOTER
R00029,22,UPI Payment,FOOTER
R00030,0,CAFE COFFEE JUNCTION,VENDOR
R00030,1,"8 Indiranagar, Bengaluru 560095",ADDRESS
R00030,2,Ph: 9845033445,ADDRESS
R00030,3,GST No.: 29AAECC2233B1Z7,GSTIN
R00030,4,RETAIL INVOICE,OTHER
R00030,5,--------------------------------------------,OTHER
R00030,6,Cash Memo No: RCPT-2024-69264,INVOICE
R00030,7,Date of Supply: 17/06/2025,DATE
R00030,8,Table: 19   Covers: 5,OTHER
R00030,9,--------------------------------------------,OTHER
R00030,10,Item                     Qty          Amount,OTHER
R00030,11,Paneer Butter Masala       2          484.38,ITEM
R00030,12,Veg Thali                  1          236.60,ITEM
R00030,13,Paneer Butter Masala       2          482.64,ITEM
R00030,14,Filter Coffee              2          116.02,ITEM
R00030,15,--------------------------------------------,OTHER
R00030,16,Total Qty: 7,OTHER
R00030,17,"Subtotal:                           1,319.64",SUBTOTAL
R00030,18,CGST @ 2.5%:                           32.99,TAX
R00030,19,SGST @ 2.5%:                           32.99,TAX
R00030,20,Round Off:                              0.38,TAX
R00030,21,"Total Amount:                      ₹1,386.00",TOTAL
R00030,22,--------------------------------------------,OTHER
R00030,23,THANK YOU VISIT AGAIN,FOOTER
R00031,0,Sharma Traders Pvt Ltd,VENDOR
R00031,1,"14 MG Road, Bengaluru 560001",ADDRESS
R00031,2,Ph: 9845012345,ADDRESS
R00031,3,GSTIN: 29AAGCB7383J1Z4,GSTIN
R00031,4,TAX INVOICE,OTHER
R00031,5,--------------------------------------------,OTHER
R00031,6,Bill Date: 24/06/2025,DATE
R00031,7,Receipt No: TI-2024-15539,INVOICE
R00031,8,--------------------------------------------,OTHER
R00031,9,Item                     Qty          Amount,OTHER
R00031,10,"A4 Paper Ream              4        1,054.20",ITEM
R00031,11,"Printer Ink                4        4,658.80",ITEM
R00031,12,File Folder                4          333.32,ITEM
R00031,13,--------------------------------------------,OTHER
R00031,14,"Taxable Value:                      6,046.32",SUBTOTAL
R00031,15,CGST @ 9%:                            544.17,TAX
R00031,16,SGST @ 9%:                            544.17,TAX
R00031,17,Rounding:                               0.34,TAX
R00031,18,"Amount Payable:                     7,135.00",TOTAL
R00031,19,--------------------------------------------,OTHER
R00031,20,*** CUSTOMER COPY ***,FOOTER
R00031,21,Card Payment,FOOTER
R00032,0,Lucknow Travels Agencies,VENDOR
R00032,1,"3 Hazratganj, Lucknow 226001",ADDRESS
R00032,2,Ph: 9839011223,ADDRESS
R00032,3,GST Reg No: 09AAGCL1122Y1ZT,GSTIN
R00032,4,RETAIL INVOICE,OTHER
R00032,5,--------------------------------------------,OTHER
R00032,6,Dated: 2025-05-19,DATE
R00032,7,Cash Memo No: BILL-2025-75703,INVOICE
R00032,8,--------------------------------------------,OTHER
R00032,9,Item                     Qty          Amount,OTHER
R00032,10,Airport Transfer           1          667.85,ITEM
R00032,11,"City Taxi                  2        1,211.36",ITEM
R00032,12,"Outstation Cab             4       16,161.52",ITEM
R00032,13,City Taxi                  3          856.14,ITEM
R00032,14,--------------------------------------------,OTHER
R00032,15,Total Qty: 10,OTHER
R00032,16,"Taxable Value:                     18,896.87",SUBTOTAL
R00032,17,CGST @ 2.5%:                          472.42,TAX
R00032,18,SGST @ 2.5%:                          472.42,TAX
R00032,19,Round Off:                              0.29,TAX
R00032,20,"Total:                            ₹19,842.00",TOTAL
R00032,21,--------------------------------------------,OTHER
R00032,22,Thank you for your business,FOOTER
R00032,23,Card Payment,FOOTER
R00033,0,APOLLO PHARMACY OUTLET,VENDOR
R00033,1,"Rajiv Gandhi Salai, Chennai 600028",ADDRESS
R00033,2,GSTIN/UIN: 33AAACA6677D1ZW,GSTIN
R00033,3,GST INVOICE,OTHER
R00033,4,--------------------------------------------,OTHER
R00033,5,Invoice Date: 2025-03-05,DATE
R00033,6,Receipt No: TI-2024-18323,INVOICE
R00033,7,--------------------------------------------,OTHER
R00033,8,Item                     Qty          Amount,OTHER
R00033,9,Vitamin D3                 1          142.04,ITEM
R00033,10,Paracetamol Strip          1           31.59,ITEM
R00033,11,Antiseptic Liquid          1          177.55,ITEM
R00033,12,Vitamin D3                 1          128.14,ITEM
R00033,13,Antiseptic Liquid          1          165.69,ITEM
R00033,14,Paracetamol Strip          2           69.22,ITEM
R00033,15,--------------------------------------------,OTHER
R00033,16,Sub Total:                            714.23,SUBTOTAL
R00033,17,CGST @ 6%:                             42.86,TAX
R00033,18,SGST @ 6%:                             42.85,TAX
R00033,19,Round Off Adj:                          0.06,TAX
R00033,20,Grand Total:                         ₹800.00,TOTAL
R00033,21,--------------------------------------------,OTHER
R00033,22,*** CUSTOMER COPY ***,FOOTER
R00033,23,UPI Payment,FOOTER
R00034,0,BHARAT PETROLEUM OUTLET,VENDOR
R00034,1,"NH-8 Bandra East, Mumbai 400051",ADDRESS
R00034,2,Ph: 9820011122,ADDRESS
R00034,3,GSTIN: 27AAACB1111P1ZW,GSTIN
R00034,4,RETAIL INVOICE,OTHER
R00034,5,--------------------------------------------,OTHER
R00034,6,Inv No: BILL-2024-00079,INVOICE
R00034,7,Date: 12-Apr-2025,DATE
R00034,8,--------------------------------------------,OTHER
R00034,9,Product                 Litres          Amount,OTHER
R00034,10,CNG                        9          774.99,ITEM
R00034,11,--------------------------------------------,OTHER
R00034,12,Subtotal:                             774.99,SUBTOTAL
R00034,13,Round Off Adj:                          0.01,TAX
R00034,14,Grand Total:                          775.00,TOTAL
R00034,15,--------------------------------------------,OTHER
R00034,16,Thank you for your business,FOOTER
R00035,0,PATEL STORES,VENDOR
R00035,1,"31 Adajan, Surat 395007",ADDRESS
R00035,2,Ph: 9825099001,ADDRESS
R00035,3,GST No.: 24AAHCP6677V1Z8,GSTIN
R00035,4,TAX INVOICE,OTHER
R00035,5,--------------------------------------------,OTHER
R00035,6,Receipt No: TI-2024-65593,INVOICE
R00035,7,Bill Date: 17-Jun-2025,DATE
R00035,8,--------------------------------------------,OTHER
R00035,9,Item                     Qty          Amount,OTHER
R00035,10,Toor Dal 1kg               3          351.42,ITEM
R00035,11,Sugar 1kg                  3          165.60,ITEM
R00035,12,Sugar 1kg                  3          145.56,ITEM
R00035,13,Milk 1L                    2          132.00,ITEM
R00035,14,--------------------------------------------,OTHER
R00035,15,Total Qty: 11,OTHER
R00035,16,Total Before Tax:                     794.58,SUBTOTAL
R00035,17,CGST @ 2.5%:                           19.87,TAX
R00035,18,SGST @ 2.5%:                           19.86,TAX
R00035,19,Rounding:                              -0.31,TAX
R00035,20,Net Payable:                         ₹834.00,TOTAL
R00035,21,--------------------------------------------,OTHER
R00035,22,Subject to local jurisdiction,FOOTER
R00036,0,KUMAR MEDICALS,VENDOR
R00036,1,"44 Kalkaji Main Rd, New Delhi 110019",ADDRESS
R00036,2,Ph: 9811099887,ADDRESS
R00036,3,GST No.: 07AAFCK3321L1ZK,GSTIN
R00036,4,TAX INVOICE,OTHER
R00036,5,--------------------------------------------,OTHER
R00036,6,Date of Supply: 19-08-2025,DATE
R00036,7,Bill No: INV-2024-45403,INVOICE
R00036,8,--------------------------------------------,OTHER
R00036,9,Item                     Qty          Amount,OTHER
R00036,10,Digital Thermometer        2          466.08,ITEM
R00036,11,Vitamin D3                 2          623.38,ITEM
R00036,12,Digital Thermometer        1          224.35,ITEM
R00036,13,Vitamin D3                 3          716.52,ITEM
R00036,14,Antiseptic Liquid          3          365.79,ITEM
R00036,15,Antiseptic Liquid          1           86.66,ITEM
R00036,16,--------------------------------------------,OTHER
R00036,17,"Total Before Tax:                   2,482.78",SUBTOTAL
R00036,18,CGST @ 6%:                            148.97,TAX
R00036,19,SGST @ 6%:                            148.96,TAX
R00036,20,Round Off Adj:                          0.29,TAX
R00036,21,"Net Payable:                        2,781.00",TOTAL
R00036,22,--------------------------------------------,OTHER
R00036,23,Thank you for your business,FOOTER
R00037,0,Mumbai Print Solutions LLP,VENDOR
R00037,1,"21 Lower Parel, Mumbai 400013",ADDRESS
R00037,2,Ph: 9820077331,ADDRESS
R00037,3,GST No.: 27AAFCM4455C1ZM,GSTIN
R00037,4,CASH MEMO,OTHER
R00037,5,--------------------------------------------,OTHER
R00037,6,Invoice Date: 2025-01-23,DATE
R00037,7,Invoice Number: BILL-2025-26491,INVOICE
R00037,8,--------------------------------------------,OTHER
R00037,9,Item                     Qty          Amount,OTHER
R00037,10,Poster A2                  1          427.49,ITEM
R00037,11,"Business Cards 500         3        3,272.25",ITEM
R00037,12,"Business Cards 500         2        2,372.36",ITEM
R00037,13,"Brochure Print 100         2        6,063.72",ITEM
R00037,14,--------------------------------------------,OTHER
R00037,15,"Total Before Tax:                  12,135.82",SUBTOTAL
R00037,16,"CGST @ 9%:                          1,092.23",TAX
R00037,17,"SGST @ 9%:                          1,092.22",TAX
R00037,18,Round Off:                             -0.27,TAX
R00037,19,"Amount Payable:                    14,320.00",TOTAL
R00037,20,--------------------------------------------,OTHER
R00037,21,Subject to local jurisdiction,FOOTER
R00037,22,UPI Payment,FOOTER
R00038,0,APOLLO PHARMACY OUTLET,VENDOR
R00038,1,"Rajiv Gandhi Salai, Chennai 600028",ADDRESS
R00038,2,Ph: 9840099887,ADDRESS
R00038,3,GSTIN: 33AAACA6677D1ZW,GSTIN
R00038,4,RETAIL INVOICE,OTHER
R00038,5,--------------------------------------------,OTHER
R00038,6,Invoice No: TI-2024-04074,INVOICE
R00038,7,Dated: 09/06/2025,DATE
R00038,8,--------------------------------------------,OTHER
R00038,9,Item                     Qty          Amount,OTHER
R00038,10,Vitamin D3                 2          600.72,ITEM
R00038,11,Digital Thermometer        2          565.58,ITEM
R00038,12,Antiseptic Liquid          1          100.04,ITEM
R00038,13,Antiseptic Liquid          1           89.72,ITEM
R00038,14,Paracetamol Strip          2           51.20,ITEM
R00038,15,Antiseptic Liquid          1          152.15,ITEM
R00038,16,--------------------------------------------,OTHER
R00038,17,Total Qty: 9,OTHER
R00038,18,"Taxable Amount:                     1,559.41",SUBTOTAL
R00038,19,CGST @ 6%:                             93.57,TAX
R00038,20,SGST @ 6%:                             93.56,TAX
R00038,21,Rounding:                               0.46,TAX
R00038,22,"Net Payable:                       ₹1,747.00",TOTAL
R00038,23,--------------------------------------------,OTHER
R00038,24,Thank you for your business,FOOTER
R00039,0,Gujarat Enterprises,VENDOR
R00039,1,"7 CG Road, Ahmedabad 380009",ADDRESS
R00039,2,GST Reg No: 24AABCG2244U1ZA,GSTIN
R00039,3,RETAIL INVOICE,OTHER
R00039,4,--------------------------------------------,OTHER
R00039,5,Inv No: INV-2024-58225,INVOICE
R00039,6,Bill Date: 03.02.2025,DATE
R00039,7,--------------------------------------------,OTHER
R00039,8,Item                     Qty          Amount,OTHER
R00039,9,"USB Hub                    3        2,039.49",ITEM
R00039,10,Extension Board            3          809.22,ITEM
R00039,11,"Keyboard                   2        2,190.12",ITEM
